skill_id,skill_name,taxonomy_l1_name,taxonomy_l2_name
skill_1329,Visualizing Comparison,General and Specialized Skills,Visual Design and Representation
skill_1330,Business Process Automation Adoption,General and Specialized Skills,Automation and Autonomy
skill_1331,GDPR Compliance,Business Operations & Strategy,"Strategy, Efficiency & Compliance"
skill_1332,IFS,General and Specialized Skills,General Tools and Techniques
skill_1333,Molecule,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_1334,Guarantees,General and Specialized Skills,Foundational Concepts and Analysis
skill_1335,Estimate workload costs,Financial Management & Policy,"Economics, Cost, and Pricing"
skill_1336,Data Sources,Information & Digital Skills,Data Management and Analytics
skill_1337,Timely medication delivery,General and Specialized Skills,Health and Patient Care
skill_1338,Data Ingestion,Information & Digital Skills,Data Management and Analytics
skill_1339,Gestalt Theory,General and Specialized Skills,Foundational Concepts and Analysis
skill_1340,Collective System,General and Specialized Skills,"Modeling, Data, and Optimization"
skill_1341,Freelance Contractor,Business Operations & Strategy,Business Operations & Management
skill_1342,Massive Sampling,Information & Digital Skills,Data Management and Analytics
skill_1343,Market Pain Point,Business Operations & Strategy,Sales and Market Strategy
skill_1344,Manage Multiple Projects,Project Management Basics,Project Management Foundations
skill_1345,Duplicate File Detection,General and Specialized Skills,Foundational Concepts and Analysis
skill_1346,Corporate Governance,Business Research & Compliance,Business & Governance
skill_1347,Fringe Science,General and Specialized Skills,Foundational Concepts and Analysis
skill_1348,Code Upload,General and Specialized Skills,"Access, Usability, and Files"
skill_1349,Object Lifecycle,General and Specialized Skills,"Education, Training, and Lifecycles"
skill_1350,Office Adaptation,Business Operations & Strategy,"Strategy, Efficiency & Compliance"
skill_1351,Constructor,General and Specialized Skills,Foundational Concepts and Analysis
skill_1352,Improved Relationships,General and Specialized Skills,"Community, Social, and Goals"
skill_1353,JVM Libraries,General and Specialized Skills,Foundational Concepts and Analysis
skill_1354,VSCode,General and Specialized Skills,"Coding, Scripting, and Deployment"
skill_1355,Outdated Data,Information & Digital Skills,Data Management and Analytics
skill_1356,Probit Model,General and Specialized Skills,"Modeling, Data, and Optimization"
skill_1357,Mindset,General and Specialized Skills,Research and Resource Management
skill_1358,Energy Storage,Science and Engineering,Energy Generation and Use
skill_1359,Monthly Compounding,General and Specialized Skills,Problem Solving & Requirements
skill_1360,Data Quality,Information & Digital Skills,Data Management and Analytics
skill_1361,Sales Pipeline,Business Operations & Strategy,Sales and Market Strategy
skill_1362,The distinctions between OOP and traditional programming,General and Specialized Skills,General Tools and Techniques
skill_1363,Threat Assessment,Cyber & Information Security,Cybersecurity and Protection
skill_1364,Email Copywriting,Cloud & Infrastructure Technology,Email and Data Cryptography
skill_1365,Adding Items to Cart,General and Specialized Skills,Foundational Concepts and Analysis
skill_1366,Multiple Factors,General and Specialized Skills,Foundational Concepts and Analysis
skill_1367,Knowledge,General and Specialized Skills,Human-Centered Knowledge & Learning
skill_1368,Performance,General and Specialized Skills,"Performance, Monitoring, and Quality"
skill_1369,Net Profit,Financial Management & Policy,"Economics, Cost, and Pricing"
skill_1370,NC Programming,General and Specialized Skills,"Computing, Systems & User Interaction"
skill_1371,UI/UX Design,General and Specialized Skills,Mobile Application Development
skill_1372,Semantic Web Goals,Cloud & Infrastructure Technology,Web and API Development
skill_1373,Armed Robots,General and Specialized Skills,Robotics and Robotic Systems
skill_1374,High Quality Research,General and Specialized Skills,Research and Resource Management
skill_1375,Good Data Analysis Process,Information & Digital Skills,Data Management and Analytics
skill_1376,Batch Pipeline,General and Specialized Skills,Data Visualization and UI Elements
skill_1377,Storage Platforms,Cloud & Infrastructure Technology,Data Storage and Management
skill_1378,Dropout,General and Specialized Skills,General and Foundational Skills
skill_1379,OKRs Cascading,General and Specialized Skills,General Tools and Techniques
skill_1380,Bibliographic Standards,Information & Digital Skills,"Writing, Documentation, and Reporting"
skill_1381,Service Trust portal,Business Operations & Strategy,Service Delivery & Branding
skill_1382,DataDriven Decision Making,General and Specialized Skills,Decision Making and Theory
skill_1383,Sales Negotiation,Business Operations & Strategy,Sales and Market Strategy
skill_1384,Homogenous Transformation Matrices,General and Specialized Skills,Foundational Concepts and Analysis
skill_1385,Data as a Random Variable,General and Specialized Skills,"Modeling, Data, and Optimization"
skill_1386,COLLADA rendering,General and Specialized Skills,Visual Design and Representation
skill_1387,Key HR Metrics,Business Operations & Strategy,Business Operations & Management
skill_1388,IDE,General and Specialized Skills,Foundational Concepts and Analysis
skill_1389,Industry Regulations,Business Research & Compliance,Legal and Regulatory Compliance
skill_1390,Android Fundamentals,General and Specialized Skills,Mobile Application Development
skill_1391,Power Tools,Science and Engineering,Electrical and Power Systems
skill_1392,Business Environment,Business Research & Compliance,Business & Governance
skill_1393,Tuple,General and Specialized Skills,General Tools and Techniques
skill_1394,Data Queries,Information & Digital Skills,Data Management and Analytics
skill_1395,Business,Business Research & Compliance,Business & Governance
skill_1396,Common Data Questions,Information & Digital Skills,Data Management and Analytics
skill_1397,Software for data analysis,Information & Digital Skills,Data Management and Analytics
skill_1398,Change Timing,Business Operations & Strategy,Time and Scheduling Management
skill_1399,Sorting Records,Science and Engineering,Data Sorting Algorithms
skill_1400,Kinematics,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_1401,Tooling,General and Specialized Skills,General Tools and Techniques
skill_1402,Visualizing Composition,General and Specialized Skills,Visual Design and Representation
skill_1403,Scientific Thinking,General and Specialized Skills,Foundational Concepts and Analysis
skill_1404,ISTQB certification,General and Specialized Skills,Research and Resource Management
skill_1405,Project Manager Videos,General and Specialized Skills,Image and Video Production
skill_1406,Application Architecture,General and Specialized Skills,Software Development & Deployment
skill_1407,Ancillary Service Market,Business Operations & Strategy,Service Delivery & Branding
skill_1408,Estimate costs,Financial Management & Policy,"Economics, Cost, and Pricing"
skill_1409,Google My Business,Information & Digital Skills,Google Ecosystem Tools
skill_1410,Advanced Cyberattacks,Cyber & Information Security,Cyber Threats and Defense
skill_1411,Quotation,Information & Digital Skills,"Writing, Documentation, and Reporting"
skill_1412,Strategies to End Extreme Poverty,Financial Management & Policy,"Economics, Cost, and Pricing"
skill_1413,Realtime Pipeline,General and Specialized Skills,Data Visualization and UI Elements
skill_1414,Programming,General and Specialized Skills,"Computing, Systems & User Interaction"
skill_1415,Video streaming,General and Specialized Skills,Image and Video Production
skill_1416,Multiactor Collaboration,General and Specialized Skills,Collaboration and Libraries
skill_1417,Test Dataset,General and Specialized Skills,Testing and Validation
skill_1418,Flex Grow,General and Specialized Skills,General Tools and Techniques
skill_1419,Shiftable Externalities,General and Specialized Skills,General and Foundational Skills
skill_1420,Evaluate Patient Needs,General and Specialized Skills,Health and Patient Care
skill_1421,Evening/Weekend Shifts,Business Operations & Strategy,Time and Scheduling Management
skill_1422,Adjudicating Annotations,General and Specialized Skills,Data Annotation and Labeling
skill_1423,Scheduled Maintenance,General and Specialized Skills,"Production, Engineering, & Maintenance"
skill_1424,First Class Function,General and Specialized Skills,Foundational Concepts and Analysis
skill_1425,Gas Networks Operative,Science and Engineering,Electrical and Power Systems
skill_1426,Gmail,Cloud & Infrastructure Technology,Email and Data Cryptography
skill_1427,Reels,General and Specialized Skills,General Tools and Techniques
skill_1428,WhatIf Analysis,General and Specialized Skills,Foundational Concepts and Analysis
skill_1429,Systems Development Lifecycle (SDLC),General and Specialized Skills,"Computing, Systems & User Interaction"
